Knot;Braid length;HOMFLY homology;Elapsed time;Bigint
13_6697;14;t^4q^{-4}a^{-2} + 4t^3q^{-2}a^{-2} + t^3q^{-6} + 6t^2a^{-2} + 5t^2q^{-4} + 4tq^2a^{-2} + 13tq^{-2} + tq^{-6}a^2 + q^4a^{-2} + 17 + 7q^{-4}a^2 + 13t^{-1}q^2 + 14t^{-1}q^{-2}a^2 + 5t^{-2}q^4 + 20t^{-2}a^2 + 2t^{-2}q^{-4}a^4 + t^{-3}q^6 + 14t^{-3}q^2a^2 + 8t^{-3}q^{-2}a^4 + 7t^{-4}q^4a^2 + 10t^{-4}a^4 + t^{-5}q^6a^2 + 8t^{-5}q^2a^4 + t^{-5}q^{-2}a^6 + 2t^{-6}q^4a^4 + 2t^{-6}a^6 + t^{-7}q^2a^6;59:19.45;True
13_6698;14;2t^5q^{-2}a^{-4} + 3t^4a^{-4} + 3t^4q^{-4}a^{-2} + 2t^3q^2a^{-4} + 7t^3q^{-2}a^{-2} + t^3q^{-6} + 11t^2a^{-2} + 4t^2q^{-4} + 7tq^2a^{-2} + 10tq^{-2} + 3q^4a^{-2} + 13 + q^{-4}a^2 + 10t^{-1}q^2 + 5t^{-1}q^{-2}a^2 + 4t^{-2}q^4 + 7t^{-2}a^2 + t^{-3}q^6 + 5t^{-3}q^2a^2 + t^{-4}q^4a^2 + t^{-4}a^4;2:26:57;True
13_6699;14;t^4q^{-4} + t^3q^{-2} + t^3q^{-6}a^2 + t^2 + t^2q^{-4}a^2 + tq^2 + 2tq^{-2}a^2 + q^4 + 2a^2 + 2q^{-2}a^2 + q^{-4}a^4 + 2t^{-1}q^2a^2 + 3t^{-1}a^2 + t^{-1}q^{-2}a^4 + t^{-1}q^{-4}a^4 + t^{-2}q^4a^2 + 2t^{-2}q^2a^2 + t^{-2}a^4 + 4t^{-2}q^{-2}a^4 + t^{-3}q^6a^2 + t^{-3}q^2a^4 + 5t^{-3}a^4 + t^{-3}q^{-4}a^6 + t^{-4}q^4a^4 + 4t^{-4}q^2a^4 + 3t^{-4}q^{-2}a^6 + t^{-5}q^4a^4 + 5t^{-5}a^6 + 3t^{-6}q^2a^6 + t^{-6}q^{-2}a^8 + t^{-7}q^4a^6 + 2t^{-7}a^8 + t^{-8}q^2a^8;3:41.66;False
13_6700;14;t^4q^{-2}a^{-2} + 2t^3a^{-2} + t^3q^{-4} + t^2q^2a^{-2} + 3t^2q^{-2} + 4t + tq^{-4}a^2 + 3q^2 + 4q^{-2}a^2 + q^{-4}a^2 + t^{-1}q^4 + 4t^{-1}a^2 + 2t^{-1}q^{-2}a^2 + t^{-1}q^{-6}a^4 + 4t^{-2}q^2a^2 + 2t^{-2}a^2 + t^{-2}q^{-2}a^4 + 2t^{-2}q^{-4}a^4 + t^{-3}q^4a^2 + 2t^{-3}q^2a^2 + 3t^{-3}a^4 + 3t^{-3}q^{-2}a^4 + t^{-4}q^4a^2 + t^{-4}q^2a^4 + 4t^{-4}a^4 + t^{-4}q^{-4}a^6 + 3t^{-5}q^2a^4 + 2t^{-5}q^{-2}a^6 + 2t^{-6}q^4a^4 + 2t^{-6}a^6 + t^{-7}q^6a^4 + 2t^{-7}q^2a^6 + t^{-8}q^4a^6;1:13:35;True
13_6702;14;t^5q^{-4}a^{-2} + 4t^4q^{-2}a^{-2} + t^4q^{-6} + 5t^3a^{-2} + 5t^3q^{-4} + 4t^2q^2a^{-2} + 11t^2q^{-2} + t^2q^{-6}a^2 + tq^4a^{-2} + 14t + 6tq^{-4}a^2 + 11q^2 + 12q^{-2}a^2 + 5t^{-1}q^4 + 16t^{-1}a^2 + t^{-1}q^{-4}a^4 + t^{-2}q^6 + 12t^{-2}q^2a^2 + 6t^{-2}q^{-2}a^4 + 6t^{-3}q^4a^2 + 7t^{-3}a^4 + t^{-4}q^6a^2 + 6t^{-4}q^2a^4 + t^{-5}q^4a^4 + t^{-5}a^6;1:19:01;True
13_6703;14;t^4q^{-4} + t^3q^{-2} + t^3q^{-6}a^2 + 2t^2 + 3t^2q^{-4}a^2 + tq^2 + 5tq^{-2}a^2 + 2tq^{-6}a^4 + q^4 + 5a^2 + 4q^{-4}a^4 + 5t^{-1}q^2a^2 + 6t^{-1}q^{-2}a^4 + 3t^{-2}q^4a^2 + 7t^{-2}a^4 + 2t^{-2}q^{-4}a^6 + t^{-3}q^6a^2 + 6t^{-3}q^2a^4 + t^{-3}a^4 + 3t^{-3}q^{-2}a^6 + 4t^{-4}q^4a^4 + 3t^{-4}a^6 + t^{-4}q^{-2}a^6 + 2t^{-5}q^6a^4 + 3t^{-5}q^2a^6 + 2t^{-6}q^4a^6 + t^{-6}q^2a^6 + t^{-7}a^8;3:52.03;False
13_6704;14;q^{-4}a^4 + 2t^{-1}q^{-2}a^4 + 3t^{-2}a^4 + 3t^{-2}q^{-4}a^6 + 2t^{-3}q^2a^4 + 7t^{-3}q^{-2}a^6 + t^{-3}q^{-6}a^8 + t^{-4}q^4a^4 + 9t^{-4}a^6 + 4t^{-4}q^{-4}a^8 + 7t^{-5}q^2a^6 + 9t^{-5}q^{-2}a^8 + 3t^{-6}q^4a^6 + 11t^{-6}a^8 + 2t^{-6}q^{-4}a^{10} + 9t^{-7}q^2a^8 + 5t^{-7}q^{-2}a^{10} + 4t^{-8}q^4a^8 + 7t^{-8}a^{10} + t^{-9}q^6a^8 + 5t^{-9}q^2a^{10} + t^{-9}q^{-2}a^{12} + 2t^{-10}q^4a^{10} + t^{-10}a^{12} + t^{-11}q^2a^{12};1:26.33;False
13_6705;14;t^5q^{-2}a^{-4} + 2t^4a^{-4} + 3t^4q^{-4}a^{-2} + t^3q^2a^{-4} + 8t^3q^{-2}a^{-2} + 2t^3q^{-6} + 11t^2a^{-2} + 7t^2q^{-4} + 8tq^2a^{-2} + 15tq^{-2} + tq^{-6}a^2 + 3q^4a^{-2} + 19 + 5q^{-4}a^2 + 15t^{-1}q^2 + 11t^{-1}q^{-2}a^2 + 7t^{-2}q^4 + 15t^{-2}a^2 + t^{-2}q^{-4}a^4 + 2t^{-3}q^6 + 11t^{-3}q^2a^2 + 3t^{-3}q^{-2}a^4 + 5t^{-4}q^4a^2 + 4t^{-4}a^4 + t^{-5}q^6a^2 + 3t^{-5}q^2a^4 + t^{-6}q^4a^4;9:36.79;False
13_6706;14;t^5q^{-2}a^{-4} + t^5q^{-6}a^{-2} + t^4a^{-4} + 4t^4q^{-4}a^{-2} + t^4q^{-8} + t^3q^2a^{-4} + 8t^3q^{-2}a^{-2} + 3t^3q^{-6} + 11t^2a^{-2} + 9t^2q^{-4} + 8tq^2a^{-2} + 15tq^{-2} + 2tq^{-6}a^2 + 4q^4a^{-2} + 19 + 5q^{-4}a^2 + t^{-1}q^6a^{-2} + 15t^{-1}q^2 + 11t^{-1}q^{-2}a^2 + 9t^{-2}q^4 + 13t^{-2}a^2 + t^{-2}q^{-4}a^4 + 3t^{-3}q^6 + 11t^{-3}q^2a^2 + 2t^{-3}q^{-2}a^4 + t^{-4}q^8 + 5t^{-4}q^4a^2 + 3t^{-4}a^4 + 2t^{-5}q^6a^2 + 2t^{-5}q^2a^4 + t^{-6}q^4a^4;10:30.21;False
13_6707;15;t^2q^{-4} + 3tq^{-2} + tq^{-6}a^2 + 5 + 3q^{-4}a^2 + 3t^{-1}q^2 + 7t^{-1}q^{-2}a^2 + t^{-2}q^4 + 9t^{-2}a^2 + 3t^{-2}q^{-4}a^4 + 7t^{-3}q^2a^2 + 6t^{-3}q^{-2}a^4 + 3t^{-4}q^4a^2 + 9t^{-4}a^4 + t^{-5}q^6a^2 + 6t^{-5}q^2a^4 + 3t^{-5}q^{-2}a^6 + 3t^{-6}q^4a^4 + 3t^{-6}a^6 + 3t^{-7}q^2a^6 + t^{-8}a^8;24:59.78;False
13_6708;15;t^4q^{-2}a^{-2} + t^3a^{-2} + 2t^3q^{-4} + t^2q^2a^{-2} + 4t^2q^{-2} + t^2q^{-6}a^2 + 5t + 3tq^{-4}a^2 + 4q^2 + 6q^{-2}a^2 + 2t^{-1}q^4 + 7t^{-1}a^2 + t^{-1}q^{-4}a^4 + 6t^{-2}q^2a^2 + t^{-2}a^2 + 3t^{-2}q^{-2}a^4 + 3t^{-3}q^4a^2 + 4t^{-3}a^4 + t^{-3}q^{-2}a^4 + t^{-4}q^6a^2 + 3t^{-4}q^2a^4 + t^{-4}a^4 + t^{-5}q^4a^4 + t^{-5}q^2a^4 + t^{-5}q^{-2}a^6 + t^{-6}a^6 + t^{-7}q^2a^6 + t^{-8}a^8;26:01.61;False
13_6709;15;t^4a^{-4} + 3t^3q^{-2}a^{-2} + 5t^2a^{-2} + 3t^2q^{-4} + 3tq^2a^{-2} + 9tq^{-2} + tq^{-6}a^2 + 14 + 4q^{-4}a^2 + 9t^{-1}q^2 + 12t^{-1}q^{-2}a^2 + 3t^{-2}q^4 + 15t^{-2}a^2 + 2t^{-2}q^{-4}a^4 + 12t^{-3}q^2a^2 + 6t^{-3}q^{-2}a^4 + 4t^{-4}q^4a^2 + 10t^{-4}a^4 + t^{-5}q^6a^2 + 6t^{-5}q^2a^4 + t^{-5}q^{-2}a^6 + 2t^{-6}q^4a^4 + 2t^{-6}a^6 + t^{-7}q^2a^6;9:24:56;True
13_6710;14;t^3q^{-2}a^{-2} + 3t^2a^{-2} + 2t^2q^{-4} + tq^2a^{-2} + 7tq^{-2} + tq^{-6}a^2 + 10 + 4q^{-4}a^2 + 7t^{-1}q^2 + 10t^{-1}q^{-2}a^2 + 2t^{-2}q^4 + 13t^{-2}a^2 + 2t^{-2}q^{-4}a^4 + 10t^{-3}q^2a^2 + 6t^{-3}q^{-2}a^4 + 4t^{-4}q^4a^2 + 9t^{-4}a^4 + t^{-5}q^6a^2 + 6t^{-5}q^2a^4 + t^{-5}q^{-2}a^6 + 2t^{-6}q^4a^4 + 2t^{-6}a^6 + t^{-7}q^2a^6;6:12.49;False
13_6711;15;error;error;error
13_6712;14;t^2q^{-2} + t + 2tq^{-4}a^2 + q^2 + 5q^{-2}a^2 + q^{-6}a^4 + 7t^{-1}a^2 + 3t^{-1}q^{-4}a^4 + 5t^{-2}q^2a^2 + 7t^{-2}q^{-2}a^4 + 2t^{-3}q^4a^2 + 9t^{-3}a^4 + t^{-3}q^{-4}a^6 + 7t^{-4}q^2a^4 + 4t^{-4}q^{-2}a^6 + 3t^{-5}q^4a^4 + 5t^{-5}a^6 + t^{-6}q^6a^4 + 4t^{-6}q^2a^6 + t^{-7}q^4a^6 + t^{-7}a^8;26:09.87;True
13_6713;14;t^3q^{-2}a^{-2} + 2t^2a^{-2} + 2t^2q^{-4} + tq^2a^{-2} + 6tq^{-2} + tq^{-6}a^2 + 8 + 4q^{-4}a^2 + 6t^{-1}q^2 + 8t^{-1}q^{-2}a^2 + 2t^{-2}q^4 + 11t^{-2}a^2 + 2t^{-2}q^{-4}a^4 + 8t^{-3}q^2a^2 + 5t^{-3}q^{-2}a^4 + 4t^{-4}q^4a^2 + 7t^{-4}a^4 + t^{-5}q^6a^2 + 5t^{-5}q^2a^4 + t^{-5}q^{-2}a^6 + 2t^{-6}q^4a^4 + t^{-6}a^6 + t^{-7}q^2a^6;5:59.78;False
13_6714;13;t^3q^{-2}a^{-2} + t^2a^{-2} + t^2q^{-4} + tq^2a^{-2} + 2tq^{-2} + 4 + q^{-4}a^2 + 2t^{-1}q^2 + 2t^{-1}q^{-2}a^2 + t^{-2}q^4 + 3t^{-2}a^2 + 2t^{-3}q^2a^2 + t^{-3}q^{-2}a^4 + t^{-4}q^4a^2 + t^{-4}a^4 + t^{-5}q^2a^4;19:22.23;True
13_6715;14;2t^2q^{-2} + 3t + 3tq^{-4}a^2 + 2q^2 + 7q^{-2}a^2 + q^{-6}a^4 + 10t^{-1}a^2 + 3t^{-1}q^{-4}a^4 + 7t^{-2}q^2a^2 + 9t^{-2}q^{-2}a^4 + 3t^{-3}q^4a^2 + 11t^{-3}a^4 + t^{-3}q^{-4}a^6 + 9t^{-4}q^2a^4 + 4t^{-4}q^{-2}a^6 + 3t^{-5}q^4a^4 + 6t^{-5}a^6 + t^{-6}q^6a^4 + 4t^{-6}q^2a^6 + t^{-7}q^4a^6 + t^{-7}a^8;28:32.51;True
13_6716;14;t^2q^{-6}a^4 + 2tq^{-4}a^4 + tq^{-8}a^6 + 2q^{-2}a^4 + 3q^{-6}a^6 + 2t^{-1}a^4 + 4t^{-1}q^{-4}a^6 + 2t^{-2}q^2a^4 + t^{-2}a^4 + 5t^{-2}q^{-2}a^6 + 2t^{-2}q^{-6}a^8 + 2t^{-3}q^4a^4 + 5t^{-3}a^6 + 2t^{-3}q^{-2}a^6 + 3t^{-3}q^{-4}a^8 + t^{-4}q^6a^4 + 5t^{-4}q^2a^6 + 3t^{-4}a^6 + 4t^{-4}q^{-2}a^8 + t^{-4}q^{-4}a^8 + 4t^{-5}q^4a^6 + 2t^{-5}q^2a^6 + 3t^{-5}a^8 + 3t^{-5}q^{-2}a^8 + t^{-5}q^{-4}a^{10} + 3t^{-6}q^6a^6 + 4t^{-6}q^2a^8 + 4t^{-6}a^8 + t^{-7}q^8a^6 + 3t^{-7}q^4a^8 + 3t^{-7}q^2a^8 + t^{-7}a^{10} + 2t^{-7}q^{-2}a^{10} + 2t^{-8}q^6a^8 + t^{-8}q^4a^8 + 3t^{-8}a^{10} + t^{-9}q^4a^{10} + 2t^{-9}q^2a^{10} + t^{-10}a^{12};12:06.85;True
13_6717;14;2t^3q^{-2}a^{-2} + 3t^2a^{-2} + 3t^2q^{-4} + 2tq^2a^{-2} + 7tq^{-2} + tq^{-6}a^2 + 10 + 4q^{-4}a^2 + 7t^{-1}q^2 + 9t^{-1}q^{-2}a^2 + 3t^{-2}q^4 + 12t^{-2}a^2 + 2t^{-2}q^{-4}a^4 + 9t^{-3}q^2a^2 + 5t^{-3}q^{-2}a^4 + 4t^{-4}q^4a^2 + 7t^{-4}a^4 + t^{-5}q^6a^2 + 5t^{-5}q^2a^4 + t^{-5}q^{-2}a^6 + 2t^{-6}q^4a^4 + t^{-6}a^6 + t^{-7}q^2a^6;5:58.17;False
13_6718;13;q^{-2}a^2 + q^{-4}a^2 + 2t^{-1}q^{-2}a^2 + t^{-1}q^{-6}a^4 + t^{-2}q^2a^2 + 2t^{-2}a^2 + 2t^{-2}q^{-4}a^4 + 2t^{-3}q^2a^2 + t^{-3}a^4 + 3t^{-3}q^{-2}a^4 + t^{-4}q^4a^2 + 4t^{-4}a^4 + t^{-4}q^{-4}a^6 + 3t^{-5}q^2a^4 + 2t^{-5}q^{-2}a^6 + 2t^{-6}q^4a^4 + 2t^{-6}a^6 + t^{-7}q^6a^4 + 2t^{-7}q^2a^6 + t^{-8}q^4a^6;8:55.86;True
13_6719;13;tq^{-2} + 2 + 2q^{-4}a^2 + t^{-1}q^2 + 3t^{-1}q^{-2}a^2 + t^{-1}q^{-6}a^4 + 5t^{-2}a^2 + 2t^{-2}q^{-4}a^4 + 3t^{-3}q^2a^2 + 5t^{-3}q^{-2}a^4 + 2t^{-4}q^4a^2 + 5t^{-4}a^4 + t^{-4}q^{-4}a^6 + 5t^{-5}q^2a^4 + 2t^{-5}q^{-2}a^6 + 2t^{-6}q^4a^4 + 3t^{-6}a^6 + t^{-7}q^6a^4 + 2t^{-7}q^2a^6 + t^{-8}q^4a^6;13:52.09;True
13_6721;14;t^4q^{-4}a^{-2} + 3t^3q^{-2}a^{-2} + t^3q^{-6} + 5t^2a^{-2} + 4t^2q^{-4} + 3tq^2a^{-2} + 10tq^{-2} + tq^{-6}a^2 + q^4a^{-2} + 12 + 5q^{-4}a^2 + 10t^{-1}q^2 + 10t^{-1}q^{-2}a^2 + 4t^{-2}q^4 + 14t^{-2}a^2 + 2t^{-2}q^{-4}a^4 + t^{-3}q^6 + 10t^{-3}q^2a^2 + 5t^{-3}q^{-2}a^4 + 5t^{-4}q^4a^2 + 7t^{-4}a^4 + t^{-5}q^6a^2 + 5t^{-5}q^2a^4 + t^{-5}q^{-2}a^6 + 2t^{-6}q^4a^4 + t^{-6}a^6 + t^{-7}q^2a^6;6:10.80;False
13_6722;13;t^4q^{-4}a^{-2} + 3t^3q^{-2}a^{-2} + t^3q^{-6} + 4t^2a^{-2} + 3t^2q^{-4} + 3tq^2a^{-2} + 6tq^{-2} + q^4a^{-2} + 8 + 2q^{-4}a^2 + 6t^{-1}q^2 + 4t^{-1}q^{-2}a^2 + 3t^{-2}q^4 + 6t^{-2}a^2 + t^{-3}q^6 + 4t^{-3}q^2a^2 + t^{-3}q^{-2}a^4 + 2t^{-4}q^4a^2 + t^{-4}a^4 + t^{-5}q^2a^4;25:35.23;True
13_6723;13;t^2q^{-2} + t^2q^{-6}a^2 + t + 2tq^{-4}a^2 + tq^{-8}a^4 + q^2 + 5q^{-2}a^2 + q^{-6}a^4 + 5t^{-1}a^2 + 4t^{-1}q^{-4}a^4 + 5t^{-2}q^2a^2 + 5t^{-2}q^{-2}a^4 + t^{-2}q^{-6}a^6 + 2t^{-3}q^4a^2 + 8t^{-3}a^4 + t^{-3}q^{-4}a^6 + t^{-4}q^6a^2 + 5t^{-4}q^2a^4 + 3t^{-4}q^{-2}a^6 + 4t^{-5}q^4a^4 + 3t^{-5}a^6 + t^{-6}q^6a^4 + 3t^{-6}q^2a^6 + t^{-7}q^8a^4 + t^{-7}q^4a^6 + t^{-8}q^6a^6;9:14.59;True
13_6724;13;t^2q^{-6}a^2 + 3tq^{-4}a^2 + tq^{-8}a^4 + 5q^{-2}a^2 + 3q^{-6}a^4 + 6t^{-1}a^2 + 6t^{-1}q^{-4}a^4 + 5t^{-2}q^2a^2 + 10t^{-2}q^{-2}a^4 + 2t^{-2}q^{-6}a^6 + 3t^{-3}q^4a^2 + 11t^{-3}a^4 + 4t^{-3}q^{-4}a^6 + t^{-4}q^6a^2 + 10t^{-4}q^2a^4 + 7t^{-4}q^{-2}a^6 + 6t^{-5}q^4a^4 + 8t^{-5}a^6 + t^{-5}q^{-4}a^8 + 3t^{-6}q^6a^4 + 7t^{-6}q^2a^6 + t^{-6}q^{-2}a^8 + t^{-7}q^8a^4 + 4t^{-7}q^4a^6 + 2t^{-7}a^8 + 2t^{-8}q^6a^6 + t^{-8}q^2a^8 + t^{-9}q^4a^8;5:45.40;True
13_6725;13;t^3q^{-4} + 2t^2q^{-2} + t^2q^{-6}a^2 + 2t + 2tq^{-4}a^2 + 2q^2 + 5q^{-2}a^2 + t^{-1}q^4 + 5t^{-1}a^2 + 2t^{-1}q^{-4}a^4 + 5t^{-2}q^2a^2 + 3t^{-2}q^{-2}a^4 + 2t^{-3}q^4a^2 + 5t^{-3}a^4 + t^{-4}q^6a^2 + 3t^{-4}q^2a^4 + t^{-4}q^{-2}a^6 + 2t^{-5}q^4a^4 + t^{-5}a^6 + t^{-6}q^2a^6;13:53.39;True
13_6727;14;t^5q^{-4}a^{-2} + t^4q^{-2}a^{-2} + t^4q^{-6} + t^3a^{-2} + t^3q^{-4} + t^2q^2a^{-2} + 2t^2q^{-2} + tq^4a^{-2} + 2t + tq^{-2} + tq^{-4}a^2 + 2q^2 + 3 + q^{-2}a^2 + q^{-4}a^2 + t^{-1}q^4 + t^{-1}q^2 + t^{-1}a^2 + 3t^{-1}q^{-2}a^2 + t^{-2}q^6 + t^{-2}q^2a^2 + 3t^{-2}a^2 + t^{-2}q^{-4}a^4 + t^{-3}q^4a^2 + 3t^{-3}q^2a^2 + 2t^{-3}q^{-2}a^4 + t^{-4}q^4a^2 + 4t^{-4}a^4 + 2t^{-5}q^2a^4 + t^{-5}q^{-2}a^6 + t^{-6}q^4a^4 + t^{-6}a^6 + t^{-7}q^2a^6;5:52.48;False
13_6728;14;2t^2q^{-4}a^2 + 4tq^{-2}a^2 + 2tq^{-6}a^4 + 5a^2 + 7q^{-4}a^4 + 4t^{-1}q^2a^2 + 13t^{-1}q^{-2}a^4 + 2t^{-1}q^{-6}a^6 + 2t^{-2}q^4a^2 + 16t^{-2}a^4 + 8t^{-2}q^{-4}a^6 + 13t^{-3}q^2a^4 + 15t^{-3}q^{-2}a^6 + 7t^{-4}q^4a^4 + 18t^{-4}a^6 + 3t^{-4}q^{-4}a^8 + 2t^{-5}q^6a^4 + 15t^{-5}q^2a^6 + 7t^{-5}q^{-2}a^8 + 8t^{-6}q^4a^6 + 9t^{-6}a^8 + 2t^{-7}q^6a^6 + 7t^{-7}q^2a^8 + t^{-7}q^{-2}a^{10} + 3t^{-8}q^4a^8 + t^{-8}a^{10} + t^{-9}q^2a^{10};2:19.98;False
13_6729;14;t^2q^{-6}a^4 + tq^{-4}a^4 + tq^{-8}a^6 + 2q^{-2}a^4 + 3q^{-6}a^6 + 2t^{-1}a^4 + 4t^{-1}q^{-4}a^6 + t^{-1}q^{-8}a^8 + 2t^{-2}q^2a^4 + 5t^{-2}q^{-2}a^6 + 2t^{-2}q^{-6}a^8 + t^{-3}q^4a^4 + 5t^{-3}a^6 + t^{-3}q^{-2}a^6 + 4t^{-3}q^{-4}a^8 + t^{-4}q^6a^4 + 5t^{-4}q^2a^6 + t^{-4}a^6 + 4t^{-4}q^{-2}a^8 + t^{-4}q^{-4}a^8 + t^{-4}q^{-6}a^{10} + 4t^{-5}q^4a^6 + t^{-5}q^2a^6 + 5t^{-5}a^8 + 2t^{-5}q^{-2}a^8 + t^{-5}q^{-4}a^{10} + 3t^{-6}q^6a^6 + 4t^{-6}q^2a^8 + 3t^{-6}a^8 + t^{-6}q^{-2}a^{10} + t^{-6}q^{-4}a^{10} + t^{-7}q^8a^6 + 4t^{-7}q^4a^8 + 2t^{-7}q^2a^8 + t^{-7}a^{10} + 2t^{-7}q^{-2}a^{10} + 2t^{-8}q^6a^8 + t^{-8}q^4a^8 + t^{-8}q^2a^{10} + 3t^{-8}a^{10} + t^{-9}q^8a^8 + t^{-9}q^4a^{10} + 2t^{-9}q^2a^{10} + t^{-9}q^{-2}a^{12} + t^{-10}q^6a^{10} + t^{-10}q^4a^{10} + t^{-10}a^{12} + t^{-11}q^2a^{12};1:39.06;False
13_6730;15;error;error;error
13_6731;13;t^6q^{-6}a^{-2} + 2t^5q^{-4}a^{-2} + t^5q^{-8} + 4t^4q^{-2}a^{-2} + 2t^4q^{-6} + 4t^3a^{-2} + 5t^3q^{-4} + 4t^2q^2a^{-2} + 7t^2q^{-2} + t^2q^{-6}a^2 + 2tq^4a^{-2} + 8t + 3tq^{-4}a^2 + q^6a^{-2} + 7q^2 + 5q^{-2}a^2 + 5t^{-1}q^4 + 6t^{-1}a^2 + 2t^{-2}q^6 + 5t^{-2}q^2a^2 + t^{-2}q^{-2}a^4 + t^{-3}q^8 + 3t^{-3}q^4a^2 + t^{-3}a^4 + t^{-4}q^6a^2 + t^{-4}q^2a^4;27:30.27;True
13_6732;13;t^2q^{-6}a^2 + 3tq^{-4}a^2 + tq^{-8}a^4 + 6q^{-2}a^2 + 3q^{-6}a^4 + 7t^{-1}a^2 + 7t^{-1}q^{-4}a^4 + 6t^{-2}q^2a^2 + 11t^{-2}q^{-2}a^4 + 2t^{-2}q^{-6}a^6 + 3t^{-3}q^4a^2 + 14t^{-3}a^4 + 4t^{-3}q^{-4}a^6 + t^{-4}q^6a^2 + 11t^{-4}q^2a^4 + 9t^{-4}q^{-2}a^6 + 7t^{-5}q^4a^4 + 9t^{-5}a^6 + t^{-5}q^{-4}a^8 + 3t^{-6}q^6a^4 + 9t^{-6}q^2a^6 + t^{-6}q^{-2}a^8 + t^{-7}q^8a^4 + 4t^{-7}q^4a^6 + 3t^{-7}a^8 + 2t^{-8}q^6a^6 + t^{-8}q^2a^8 + t^{-9}q^4a^8;5:24.95;True
13_6733;13;t^3q^{-4} + 2t^2q^{-2} + t^2q^{-6}a^2 + 3t + 2tq^{-4}a^2 + 2q^2 + 6q^{-2}a^2 + t^{-1}q^4 + 6t^{-1}a^2 + 2t^{-1}q^{-4}a^4 + 6t^{-2}q^2a^2 + 4t^{-2}q^{-2}a^4 + 2t^{-3}q^4a^2 + 6t^{-3}a^4 + t^{-4}q^6a^2 + 4t^{-4}q^2a^4 + t^{-4}q^{-2}a^6 + 2t^{-5}q^4a^4 + 2t^{-5}a^6 + t^{-6}q^2a^6;15:46.43;True
13_6734;13;t^6q^{-6}a^{-2} + 2t^5q^{-4}a^{-2} + t^5q^{-8} + 3t^4q^{-2}a^{-2} + 2t^4q^{-6} + 2t^3a^{-2} + 4t^3q^{-4} + 3t^2q^2a^{-2} + 4t^2q^{-2} + t^2q^{-6}a^2 + 2tq^4a^{-2} + 6t + tq^{-2} + 2tq^{-4}a^2 + q^6a^{-2} + 4q^2 + 2 + 3q^{-2}a^2 + q^{-4}a^2 + 4t^{-1}q^4 + t^{-1}q^2 + 2t^{-1}a^2 + t^{-1}q^{-2}a^2 + 2t^{-2}q^6 + 3t^{-2}q^2a^2 + 2t^{-2}a^2 + t^{-3}q^8 + 2t^{-3}q^4a^2 + t^{-3}q^2a^2 + t^{-3}q^{-2}a^4 + t^{-4}q^6a^2 + t^{-4}q^4a^2 + t^{-4}a^4 + t^{-5}q^2a^4;20:34.58;True
13_6735;14;t^4q^{-4} + t^3q^{-2} + t^3q^{-6}a^2 + t^2 + 2t^2q^{-4}a^2 + tq^2 + 2tq^{-2}a^2 + tq^{-6}a^4 + q^4 + 3a^2 + 2q^{-2}a^2 + q^{-4}a^4 + 2t^{-1}q^2a^2 + 4t^{-1}a^2 + 3t^{-1}q^{-2}a^4 + t^{-1}q^{-4}a^4 + 2t^{-2}q^4a^2 + 2t^{-2}q^2a^2 + t^{-2}a^4 + 5t^{-2}q^{-2}a^4 + t^{-2}q^{-4}a^6 + t^{-3}q^6a^2 + 3t^{-3}q^2a^4 + 6t^{-3}a^4 + t^{-3}q^{-4}a^6 + t^{-4}q^4a^4 + 5t^{-4}q^2a^4 + t^{-4}a^6 + 4t^{-4}q^{-2}a^6 + t^{-5}q^6a^4 + t^{-5}q^4a^4 + 6t^{-5}a^6 + t^{-6}q^4a^6 + 4t^{-6}q^2a^6 + t^{-6}q^{-2}a^8 + t^{-7}q^4a^6 + 3t^{-7}a^8 + t^{-8}q^2a^8;39:00.05;True
13_6736;14;2t^5q^{-2}a^{-4} + 3t^4a^{-4} + 3t^4q^{-4}a^{-2} + 2t^3q^2a^{-4} + 7t^3q^{-2}a^{-2} + t^3q^{-6} + 11t^2a^{-2} + 4t^2q^{-4} + 7tq^2a^{-2} + 10tq^{-2} + 3q^4a^{-2} + 13 + q^{-4}a^2 + 10t^{-1}q^2 + 5t^{-1}q^{-2}a^2 + 4t^{-2}q^4 + 7t^{-2}a^2 + t^{-3}q^6 + 5t^{-3}q^2a^2 + t^{-4}q^4a^2 + t^{-4}a^4;2:50:44;True
13_6737;14;t^3q^{-4} + 4t^2q^{-2} + t^2q^{-6}a^2 + 5t + 6tq^{-4}a^2 + 4q^2 + 13q^{-2}a^2 + 2q^{-6}a^4 + t^{-1}q^4 + 17t^{-1}a^2 + 7t^{-1}q^{-4}a^4 + 13t^{-2}q^2a^2 + 16t^{-2}q^{-2}a^4 + 6t^{-3}q^4a^2 + 19t^{-3}a^4 + 3t^{-3}q^{-4}a^6 + t^{-4}q^6a^2 + 16t^{-4}q^2a^4 + 7t^{-4}q^{-2}a^6 + 7t^{-5}q^4a^4 + 11t^{-5}a^6 + 2t^{-6}q^6a^4 + 7t^{-6}q^2a^6 + t^{-6}q^{-2}a^8 + 3t^{-7}q^4a^6 + t^{-7}a^8 + t^{-8}q^2a^8;28:35.50;True
